ID,Female fetal gonad,Fetal brain,Fetal intestine,Fetal kidney,Fetal liver,Fetal lung,Fetal stomache
Crabp1,606.88154583,149.244149157,189.765735593,1168.37649795,0.0,67.6255522675,366.496391167
Aldh1a2,8.78272411969,0.528472759604,27.4401816909,87.1866221149,0.0,5.11577333375,6.46914606183
Sult1d1,0.0,0.0,19.8972595316,26.0518808321,0.0,0.0,12.9151178868
Wt1,32.8039383933,0.0,4.9725862497,70.3935401326,0.0,2.72966908001,12.8209725798
Thy1,6.06695830019,0.0,25.0351917421,332.833720029,0.0,4.94744640644,17.8751097542
Fam167b,0.0,0.0,14.9951419357,182.74201827,0.0,0.0,26.7663026751
Dkk2,0.331785285464,2.23598306149,13.1434163789,10.3143317783,0.0,0.811686764797,3.17700712974
Apoc1,1496.89031902,91.8601432718,376.340338959,299.11075632,907.195259572,428.448858798,540.334213908
Sdc2,6.62423688956,0.930049375384,18.4509843182,20.4415908216,0.161915249973,27.9097783042,9.75851123244
Susd3,57.7393131941,13.2654376949,21.6600193637,31.9957819332,15.3961478979,9.98770720404,11.598929241
Igf1,14.8059720624,4.38227830435,22.7873697839,11.3423215211,4.69492153777,26.4320172352,46.5704038712
Arpc5,616.136595961,1111.38453536,666.502267222,512.430148506,949.554361416,488.250024602,553.828378452
Keg1,0.0,0.0,0.0,19.1223785078,0.0,0.0,0.962796681621
Rida,168.352017772,49.6372566872,46.3134334819,223.198559274,103.698092216,70.9314532589,90.9363393955
Crym,0.0,16.8802010728,3.30747155587,445.212702615,0.0,1.6340536186,11.8076621259
Mpc2,570.236351207,329.020868368,312.02350305,539.956648746,403.253228063,284.103763045,326.812072062
Gm266,51.8912186466,0.0,1648.78682049,4459.91706094,0.0,486.633271721,802.658632072
Rasl11a,522.233537057,109.983153466,293.861874154,531.757005862,6.96266055916,77.4305166502,34.9695294739
Plpp1,19.2611437408,17.8086964032,46.5253200455,25.3428402473,13.779433442,26.4336657888,32.1809514339
Agtr2,13.6437633966,0.0,22.5202953979,299.39909271,0.0,0.0,75.372541346
Napsa,0.0,0.0,28.7416377916,5.97046195287,100.872283999,31.9495109785,24.0486441732
Gpsm3,274.96488485,27.2508284532,387.111629807,295.776297121,303.627730243,197.847087182,274.014701963
Gstt3,56.9480606082,2.66518790924,52.2211386159,159.101466128,9.27982057664,36.1197351857,60.5895179483
1110008P14Rik,703.135657869,482.635696992,462.086974024,684.570635639,343.732833552,392.877516122,556.276959561
Ttc36,25.7268079389,0.0,7.0774132912,164.660338206,40.2455417739,0.0,6.31658530214
Gchfr,95.5683877413,11.5010534117,0.0,118.589130129,48.0541180904,16.7000421359,20.1124015337
Plet1,0.0,0.0,2.37420799949,42.0856362905,0.0,0.0,2.11897860656
Atp1b1,216.618423206,77.4917778659,80.8158188477,151.937723787,7.83336179254,12.099087649,124.584812117
Eif3m,1499.76044802,390.14741325,779.377342721,1599.55397127,867.066812377,801.082572146,592.986890613
Slc34a1,0.0,0.0,0.0,31.462978452,0.0,0.0,0.0
Igfbp6,30.6057430367,0.0,10.1035228188,313.419496825,3.59084008643,24.9581859494,36.0695418573
Clec4a3,1.81578914393,7.64815745858,37.4641023824,1.66023847442,12.7823234457,31.0953033861,18.724540406
Alx1,2.00094673444,0.0,0.0,29.2725508567,0.0,0.0,0.0
Nkd1,26.580391268,20.585714089,15.5679799727,32.14316156,0.0,16.7811224292,7.57876843366
Tmem54,0.0,0.0,81.3151593865,75.8635305925,0.0,63.4321389897,171.885102925
Rab11a,776.167639193,462.304966168,404.264620178,645.510698028,296.412178105,293.008658555,304.979137727
Lrpap1,271.795989438,288.530037207,220.664876088,280.839241657,187.961575392,160.375501611,237.633959436
Tmem52b,0.0,0.0,0.0,159.818043716,0.0,0.0,0.0
Ecm1,29.0650150542,14.6907241348,67.1642997636,669.693604917,27.2805848351,33.1824673972,184.113960084
0610005C13Rik,0.0,0.0,3.45322156337,57.3866475069,27.0004102597,0.0,0.0
Dao,0.0,0.0,0.0,18.3588536016,0.0,0.0,0.0
Snhg18,307.700491243,84.2428307125,857.061278646,801.822259056,4.51264676553,696.307808588,526.949337255
Arrb2,276.998035587,388.907966722,241.305762221,161.8106428,178.293054572,119.216914579,181.360156764
Cpn1,0.0,0.0,6.02036359699,23.8209918632,6.11333105624,2.54944775483,33.7742073755
Ms4a4c,0.0,3.54441415594,10.4172772757,5.12940341762,7.40469982676,10.2932946457,3.09913701615
Timp3,21.8136383667,2.70234378016,17.4732238024,15.2520281676,2.63457382957,9.94060647257,7.08856240073
Slc31a2,41.3284245581,5.18525875296,21.0454830264,26.5320001422,9.28510114399,17.2096612739,19.4307678415
Pls3,8.45060223913,6.52560076857,21.5039403224,23.8239186345,1.23934098081,37.0404468619,10.3741882834
Nts,0.0,24.3325459422,8.93937851052,105.640683191,0.0,0.0,0.0
Rnf128,19.804699605,0.725373731977,13.7390615769,9.71015028422,8.41884113863,0.46812221666,7.18812799237
Mmp23,357.963873686,9.72744773908,333.545785365,306.182639004,0.0,291.910211489,238.151462263
Pllp,0.0,0.0,10.9492233494,2.69566520033,0.0,0.0,14.1153602253
Plagl1,3.0996531485,5.22233221317,29.2357980738,20.6485849037,0.0,36.1098053516,38.8132255609
Serping1,43.8789833555,63.3667106646,240.55887125,194.868881538,18.3861865631,102.234764478,170.835434503
Ace2,1.28435760874,0.0,1.05997560588,25.8353115117,0.0,0.0,0.946027320607
Prss23,14.6207285725,6.84254891205,68.3764562835,111.401958855,0.0,19.8713719618,62.2225155204
Rarres2,234.340676322,17.1660842454,975.41120426,717.324438234,11.9539925308,307.419672441,562.857972786
Fxyd6,120.148897688,268.882009709,159.254468916,557.048965449,0.0,97.9782953324,98.3320282106
Med27,5.49089127778,10.5940227294,8.770862624,10.0410215456,9.0398983044,5.63320876296,6.78425573071
Vamp5,213.30957695,34.1189708707,33.4260016168,39.5010194837,635.17116955,77.0657476211,117.341866096
Slc39a5,0.0,0.0,34.3679937364,125.106284875,20.9392260183,0.0,4.38191499729
Psmb10,872.433081028,431.166428936,902.419814868,755.151812165,2333.78104953,749.390254872,1071.02248942
AI662270,81.8583800508,1.42181407189,16.7152378585,8.48768308658,200.99283996,35.7853149364,40.4038252467
Slfn2,5.66263972118,23.8512056114,102.813825702,10.3550925649,116.265300086,101.590173094,41.7096597281
Gngt2,29.6033950725,12.4690373648,106.888131711,30.4508277251,52.0985837167,54.3167939314,35.4333816667
C1qtnf2,1.82747335234,7.69737168918,9.04924217685,41.7730437021,0.0,5.96102760067,6.73036741178
Tm4sf1,1.92477197019,12.9715141422,12.7080577645,93.273916729,1.12912604989,3.13920277542,8.50644800488
Sgk1,1.87451076533,4.286125673,6.40911116628,4.65209482616,0.628366511897,1.5286146848,3.35317744394
Car4,0.0,0.0,0.0,209.396296073,0.0,0.0,2.81145024466
Adamts1,47.5217847087,17.156842249,58.8293309387,235.875784617,0.0,110.722220428,147.5144058
Hs3st6,49.800814104,0.0,4.56671428093,303.56398267,0.0,4.5123629152,8.15157717067
Psph,123.837781756,69.1434379078,70.1159192512,194.859456553,168.945975198,66.9329022971,79.5488108806
Tst,684.870956429,29.2650387742,69.628732902,258.648269648,148.478297969,198.305989431,164.497723659
Sfn,117.261929304,16.4636902217,225.810289906,160.824923367,0.0,63.7493652272,273.512451235
Mfap5,12.1007949309,3.39792702308,4.43855178,20.8989935437,0.0,9.86788295449,3.961403663
Thnsl2,17.4336510969,3.2636023507,12.7892693909,40.7360331543,2.27268359901,11.0574241548,5.70720599008
Amn,41.3854852391,0.0,4.87932694269,64.8688675645,6.93654405293,0.0,0.0
Pantr1,0.302936886324,191.39686574,1.50007618177,20.7739211769,0.0,1.97629709712,0.0
Tnfaip8l2,11.0999701858,74.8054431766,210.697584135,40.5963382457,130.231172149,108.620837442,89.9357194638
Nkain4,33.2197020215,137.257177326,120.108618817,70.8724712751,0.0,323.787626129,94.3798260349
Elf3,44.1865052652,0.0,156.286971917,40.4012417063,3.7030088997,15.4426901449,79.0420602125
Rtp4,0.0,3.39257322246,4.43155836281,1.53426947976,1.37812231312,3.55778765343,2.47197627759
Ivns1abp,312.931677274,547.201854341,315.652774719,595.369540943,249.401900819,433.045672985,204.887149927
Calm2,3340.26698201,4088.24690226,2216.14094127,2921.98178141,1372.87768049,1214.63540715,1413.03377038
Pter,8.73293631193,3.00954971919,15.3973285796,12.7031291999,9.08166254939,5.50296336931,7.3096290281
Fbln1,16.0383253929,15.1584360638,68.4417226946,59.7305747304,0.0,66.0321742498,53.0164571581
Clec7a,2.81740238876,2.37339640072,23.2519181861,2.576047918,33.0553694613,16.0826276428,10.3761585355
Prr13,500.512018965,1110.30360089,695.33572297,480.517123507,1438.71155725,374.141633774,645.164221995
Spint1,5.18229744005,0.0,40.6308444773,35.5376460889,0.0,23.2431568968,53.4402015435
Ripply3,0.0,0.0,3.05502245872,33.8461720931,0.0,9.05598809108,19.0862344991
Alb,4.01425128331,0.0,0.0,5.50555204784,799.479762908,3.27351732177,53.2224393572
Apoa2,95.094767203,20.0270982863,58.8610209467,43.4742083778,12105.4097695,38.7736523799,630.40092952
Fgb,0.0,0.0,8.02732837348,2.96445543088,405.118999569,0.0,64.4794532971
Mcpt8,0.0,0.0,25.1125205197,0.0,731.858961631,41.3560674515,52.2967738078
Apom,41.2886906717,8.69545917737,25.5565532991,169.882515645,1059.67407593,8.41746284475,106.442942367
Kng1,1.30188797092,0.0,0.0,0.0,98.5204679698,0.0,1.91787953834
Ahsg,0.0,0.0,0.0,0.0,355.23966131,3.14534828434,28.4103359484
Fgg,0.0,0.0,0.0,0.0,285.242886746,0.0,12.6780057716
Serpina1b,0.0,0.0,7.63561347075,0.84593907593,27.1373336083,0.251491239585,13.8567162516
Serpina1a,0.0,0.0,46.9519032135,2.8898536349,179.848021373,0.0,53.5446815846
Fabp1,0.0,0.0,105.127572913,0.0,348.719836756,4.94649442522,26.8075053731
Cd5l,0.0,0.0,0.0,0.0,93.9149072859,19.4852812309,0.0
Serpinf2,0.0,0.0,3.30999634331,18.3354962815,202.338813522,3.27060197556,62.0375469445
Aadac,0.0,0.0,0.0,19.9552756539,101.144647547,0.0,11.2530028382
Cfp,56.8277726329,113.152120701,234.498757656,103.919174598,372.76592146,210.643490068,102.742334383
H2-Q10,42.2667021155,0.0,11.6275178809,0.0,235.551085446,0.0,41.510199009
Apoh,0.443730069504,0.0,0.0,0.0,16.6595004784,0.0,0.32684103389
Fga,0.0,0.0,0.0,0.0,168.962529755,0.0,12.2986057048
Serpinc1,0.0,0.0,2.86336905772,0.0,40.0277628682,0.0,0.851851477388
Ppbp,0.0,17.1771877928,16.8283125863,0.0,394.736916358,33.2560563103,0.0
Mzb1,2.11612508074,0.0,0.0,1.93484595251,16.1379300387,1.72564486325,4.67606247647
Spp2,0.0,0.0,0.0,4.43937778332,42.7239547197,0.0,2.38420449437
Vpreb3,9.55125445472,0.0,0.0,0.0,28.0151892821,0.0,0.0
Itih2,0.0,0.0,0.706895208631,0.0,28.6406669757,1.39696399999,1.2618067368
Igll1,0.0,8.01083931453,7.84813612623,0.0,78.0994178678,0.0,7.00445477244
Apoc4,46.3996398702,0.0,0.0,8.48495736075,190.535450568,0.0,47.8476223122
Cd79a,6.54430461445,5.51296083199,0.0,29.9184141109,53.7470563072,0.0,0.0
F2,11.3650888969,0.0,0.0,0.0,70.0043903285,0.0,6.2784409835
Gp1bb,0.0,76.3467148855,24.9320280388,13.8109248464,186.080189433,0.0,33.3777205136
Vpreb1,25.8286893304,0.0,0.0,35.4240886782,83.3351457994,10.5313115641,19.0247993205
Cyp2c68,0.0,0.0,1.99280528971,0.0,9.56140851417,0.0,0.0
Marco,0.0,0.0,0.0,0.0,12.7381951438,10.961724993,0.0
Serpinf1,134.061342537,12.3200799479,94.5471931607,200.580376858,47.1865207368,39.7540114867,50.2708955369
Fkbp11,222.057321641,48.4976588296,461.551485931,827.178193841,588.6054856,536.539139637,660.306461049
Alox5,1.23376444475,1.55899567498,0.509110626951,0.56403663564,5.42821018114,2.51525689091,3.18066559028
Rap1b,117.608264864,48.7113324214,118.900543292,86.0266256748,152.35812243,83.1189454034,115.503274096
Serpina1e,0.0,0.0,19.4395302056,2.39297635156,58.3418351942,0.0,73.2545593761
Cfi,0.0,0.0,8.57348542066,2.92259881411,17.3447889292,24.1110412566,21.1896786368
Lat,22.0524066651,0.0,31.8495975532,20.1632739801,77.6194184475,0.0,24.364918752
Hpx,3.6978199798,0.0,3.05179721507,3.38104400639,71.5851346263,3.01547583905,19.0660848087
Apof,0.0,0.0,0.0,0.0,291.495641694,0.0,21.5296871309
Plg,0.0,0.0,0.0,0.0,15.872502957,0.0,1.13883797982
Il18bp,57.9788248278,6.97738631836,0.0,37.8657385109,82.6006436067,54.0345381563,6.10083225713
Serpina1d,0.0,0.0,18.213421223,2.88262827828,64.7313656945,0.0,30.1887167135
Cpb2,0.0,0.0,0.0,18.1591122638,12.9950317892,0.0,1.12528859777
Itih3,0.0,0.0,0.0,0.0,37.7429468562,0.0,0.0
Proc,0.0,0.0,4.74610603681,0.0,28.1131444894,0.0,5.64786076513
Sdpr,9.11425090793,5.75842406816,137.27572836,20.8336828005,12.0300280453,72.4662327132,63.776737816
Zyx,253.168254239,140.507578453,540.782849287,389.431804808,246.361350034,451.765803494,300.558215909
Mmp8,28.2866638036,0.0,2.59387549935,2.87371885887,47.9375361489,17.9410289826,6.94509498624
Cd79b,18.4242637801,23.2810628238,121.643816521,117.921566967,205.355758304,75.1225351487,88.210689193
Hmgcs1,135.742169793,289.587674975,145.490276582,135.396801978,41.3663492789,119.319724685,67.5219725799
Cyp4f18,0.0,2.511793079,4.9215552156,0.0,15.7422972813,4.86298066264,4.39248381568
Serpind1,0.0,0.0,0.0,0.0,42.4251651342,0.0,1.90247993205
Vcam1,0.0,22.8698505355,26.3592413966,39.4241035548,26.2309594966,78.1365699936,61.1665609764
Rgn,2.56229499535,0.0,0.0,11.7139722647,24.0498433814,4.17896960544,9.43662829011
Retnlg,117.626549731,28.3112284943,41.6043250402,0.0,216.866834644,54.8122207417,49.5090992978
Cd86,0.506709455063,2.5611302134,2.09092723855,0.0,5.64775372442,5.37170864389,0.0
Clec4n,3.67005242771,9.27502147774,30.2888075656,1.67782758918,15.0707008692,20.949824867,13.5163674083
Lilr4b,15.5750569801,0.0,0.0,0.0,39.5926784892,12.7010531264,0.0
Perp,33.9979176424,8.81232199359,12.9500105816,19.1295172752,27.6149722924,6.39794214233,44.305181195
Lrmp,4.25409605989,0.895918907179,3.07202858893,0.972416590347,10.2942423111,3.46910448742,5.4835657702
Itga2b,26.2293364192,4.73480310133,6.18484993663,15.4172472002,31.8728139135,7.63905013903,12.4199398631
Gp9,92.8813062104,0.0,15.3309200109,33.9698292923,283.331459972,30.2969139987,13.6828329821
H2afy,76.8716676785,80.8406208595,66.3444751024,150.679362649,56.2952018714,56.5410731213,49.9604517163
Cox6a2,33.0786099977,0.0,0.0,0.0,174.643691507,80.924233561,0.0
Dbi,4547.30154427,3142.85492223,3662.80231334,5255.40133603,2055.81235132,3325.84868722,2551.52465804
Bfsp2,1.13605835731,3.34957792842,0.468792389831,2.07747446921,3.33222092097,0.926425987995,1.67358722602
Tmem205,352.519273733,244.080260365,255.064424102,428.288880972,116.14673472,208.711300701,280.999025441
Gulo,5.62374727104,0.0,3.48094343838,1.28549639437,9.07238831934,0.0,9.32021711426
Msmo1,132.91033676,268.036112672,229.352678783,257.779227139,89.7824715619,147.79761323,115.698343587
Nipsnap1,77.8368279699,207.201842359,69.3775233558,226.31706788,48.4009778564,29.1979963033,71.0926216978
F2rl2,0.0,0.0,0.0,0.0,40.8368853043,0.0,0.0
Treml1,0.0,0.0,0.0,0.0,22.9218341835,3.54041199943,12.7914984551
Plp2,1224.40714607,100.065831959,301.641405895,693.432525456,203.689102874,245.892388528,417.282779531
Hsd17b2,1.65555188683,0.464882226869,4.55440292319,1.51372803836,6.79835717645,0.900039616549,0.40648007091
Gjb1,0.0,0.0,33.7439315933,28.0383269985,37.9770538756,2.77852697016,20.0776200351
Dgat2,49.8967760333,9.13768230943,17.904185024,24.7947492899,16.5444046374,11.4992123688,14.3815228226
Rsu1,10.0438487645,6.00457885566,21.6587504503,14.2195144522,14.3498897362,13.8710029057,9.90385522939
Timd4,0.0,3.16773713389,0.775849797466,0.0,3.86036993755,0.0,0.0
Ddt,1745.71796552,741.378431116,726.320753668,1543.40403573,372.395589742,917.684512208,499.464107927
Plek,0.77668067724,2.61712154604,2.56396681368,0.710145859724,4.55623002984,4.7502214068,1.7162536393
Tuba8,0.0,0.0,3.22007194238,0.0,25.1774355958,4.77262173301,10.0586900795
Il18,29.1736833936,28.5082563672,18.298469457,1.06698009012,4.79195177004,12.3709968854,6.87636560914
Fdps,862.276231494,580.474870517,363.585623177,537.081990456,477.12022362,291.705505871,224.653747399
Sdc3,6.53190679616,18.0796981777,8.47119213341,10.2383092636,5.47400362464,8.37037109809,8.24785279128
Lect2,0.0,0.0,4.30809260779,4.7728763296,58.1824312729,4.25681926277,11.5349068905
Glud1,47.4606559844,30.7547205509,85.1174774083,92.6314432134,51.935613804,65.4972632228,59.8326330753
C3,3.91325965091,0.0,0.0,1.19267596948,19.8954561002,1.0637204257,2.88241414789
Rabgap1l,1.64748232667,0.462616278499,0.407898329598,0.200846634923,2.28728878159,0.537391563511,0.768547698658
Ceacam10,0.0,0.0,0.0,0.0,4.96318476788,3.44966875039,6.23182167758
Slc25a37,18.2155988257,3.06898559201,3.60798399516,8.66067726819,37.1865457235,26.1436493061,16.6373002355
Fdft1,98.8870677453,142.695038503,75.5658638312,87.9042962683,35.987666555,47.0398991041,57.3260984491
Csf2rb,0.0,0.945185518497,9.25988441716,0.0,24.3534516824,7.31974132343,4.13221945662
Spic,0.0,0.0,2.53968872105,2.81368607521,19.8575840391,5.01892454664,0.0
Tmed3,1376.44931331,208.352871751,789.860085963,781.668194536,652.910638605,609.459915125,875.246227719
Hmgcs2,68.6568905635,0.0,7.72667441018,2.85342530568,9.76389991823,0.848301594769,4.59736686325
Apob,0.0,0.0,3.31945637165,0.0,4.71900235917,0.0,0.0
Cideb,21.4497042376,0.0,23.6031492478,58.8366072557,54.5263651138,5.83055829619,0.0
Angptl3,0.0,0.0,0.0,0.0,23.1800832865,0.0,1.53184902828
Rogdi,607.737173608,611.050681669,420.665953184,328.625001761,180.174718682,159.868977163,361.003849046
Krt20,12.9355417841,2.72424418626,26.689137524,2.95685270358,15.1767143579,0.0,2.38200323868
Atp1b3,186.43815533,162.069047174,179.23836371,218.523953606,172.781221033,186.80952507,137.325918689
Rnase12,0.0,0.0,0.0,846.191564168,373.249708067,0.0,42.6050781113
Lipa,7.17328903554,6.04282102061,34.7805230579,10.6580254859,21.0402781183,20.4737060267,19.1533196675
Msr1,0.0,2.17710835787,6.39867138134,1.41779993873,2.72894190766,3.79351003871,1.90360290959
Padi2,0.0,0.0,0.0,1.86990896922,5.19877049038,0.0,0.502125025856
Tceal9,9437.29051783,8929.28728922,18303.7497937,21565.1057924,3068.67862408,15728.5010464,14984.1294852
Hgfac,0.0,0.0,0.0,8.29092482511,47.8744248543,3.69724313647,10.0185966794
Cyb5a,180.714244495,193.518745101,213.602824654,318.564104894,244.366925431,251.024739463,196.844609458
Dhcr7,81.0992834761,53.6037579637,53.5447520557,58.1806937338,38.792044708,53.9249335462,37.6795088418
Cd200r4,0.0,0.0,1.89777308764,0.0,3.37238792857,1.87518648537,1.69376085569
Cyp51,52.0901914153,123.767161937,90.3889010758,89.149572548,24.2893661469,72.9753585445,60.0121100674
Smim14,30.7317821031,28.308133187,13.5110384822,14.9686930229,4.04369462529,7.02643949267,11.8470360608
Pzp,2.19149432227,0.0,0.0,0.0,7.28502687044,0.0,0.0
Ero1l,43.2863066012,10.4184686167,18.2265456483,14.5389155886,39.3850304001,12.9669263697,16.9178634395
Clec1b,0.0,0.0,0.0,2.39416896374,18.4329194569,6.40591366257,1.92871231586
Alox12,0.0,0.0,0.0,2.07407355217,7.98423822917,0.0,1.67084749015
Ap3s1,34.7754167985,80.2900448305,29.2315053669,38.27339605,83.1121288212,33.6100103733,18.9738861888
Sell,4.25998855781,0.0,1.17191762425,0.0,50.8136222141,1.15796988864,1.04593547616
Marcksl1,6527.61323628,18649.8834517,10190.2744804,15064.8706837,1038.0588649,7973.95880241,5966.65960859
Sdc1,33.7861817473,7.11541972786,66.223577088,48.9121245867,4.12915340623,51.6595328341,34.2183865418
Tmem40,9.47233032687,0.0,2.34524380335,1.73217549005,27.2280197059,1.54488771201,6.27938425889
Cd37,57.4834342228,9.68487685182,37.9526933019,15.7677243733,124.769252091,14.0628728271,50.8091194106
Oaf,60.7624860417,8.53111281073,260.486096553,175.931231869,189.116552499,77.0781263351,190.213869375
Cnn3,202.796465796,446.353376767,361.808455267,345.39724571,76.9781177117,281.300029648,222.598131294
Fabp5,543.515781514,4048.79854947,1249.5643831,2456.37843681,5406.64654935,1298.01008946,2007.42325549
Itgb2l,2.95555178397,0.0,0.0,0.0,3.46762168482,0.0,0.0
Gng12,28.508110441,7.01334704622,31.6477970396,29.5260273362,21.1635816513,32.5055234839,18.9543055221
Rbpms2,228.663483483,3.4397762155,34.5416088079,33.6013213808,5.38957410725,23.308639059,18.7977782218
Mpl,0.0,0.0,0.0,0.0,13.4724876413,0.0,0.0
Gstt1,23.4743479966,5.39316253608,8.80604226186,21.4634038518,17.5263722063,31.3244494653,11.0031392496
Itgb7,3.95284204737,0.0,8.1556649713,0.0,8.11597398845,1.61171984501,13.102063206
P4hb,946.496068425,422.238504129,1279.1413933,1328.15451468,856.413697675,1369.07863185,1179.26883772
Lcat,0.0,0.0,0.0,15.0435282643,38.6071533301,20.1254683151,12.1188766026
Tmem176a,461.10066301,77.6867839913,1027.47063478,716.720335387,99.1814192571,1182.36008815,788.709803716
Slc2a3,5.55058645657,1.43872208948,1.76187637193,2.34235021301,7.26367925708,2.08908859529,1.25797852263
Sirpa,2.40066370471,16.8527772806,15.1896516968,5.12168860947,15.0218420634,15.0088700092,8.84135943443
Idh1,189.923535057,282.844249644,84.9025635474,97.1633356472,46.4227309004,53.4696800652,38.304081343
Sc5d,89.627306255,81.7944527547,73.9690858714,116.094882947,45.275439883,56.8467921956,82.5216822523
Pcsk9,0.0,1.20703296794,23.6503534007,11.7908550243,12.6081722048,2.3368875531,3.16618802381
F10,3.25508960998,0.0,0.0,0.0,32.4619804396,1.32722037936,7.19286516722
F12,0.0,0.0,2.94438334749,0.0,25.1147484542,0.0,0.0
Smim3,23.8155995929,7.64281967915,37.4379555469,90.21246226,21.9542854513,25.8946678699,35.9193440133
Akr1a1,1583.36454286,1139.53674414,1922.38984778,2390.07563077,686.273896817,1757.17408176,1452.47903398
Timd2,0.0,0.0,0.0,0.0,6.30955707802,0.0,1.82823218498
Rag1,0.0,0.0,0.0,2.56893049505,0.0,0.0,0.0
Tceal8,1820.67269235,1415.15685819,2718.61164386,3758.45467927,1007.4984339,2808.70612406,2011.59641651
BC035044,0.0,2.52691032449,11.1401451733,2.05700217578,28.594659917,5.50377961679,5.52365001562
Ptms,1433.12833189,1806.77914171,2098.17591653,2355.95283841,89.2538719911,1056.61371997,1171.29140478
Stx3,22.0665983643,4.19752351293,17.6240152137,24.0813305721,3.34061806352,2.90237677007,17.3023603358
Rgs18,0.0,2.33427964028,4.57373906886,0.0,29.2595153177,2.25965204833,10.2051455064
Msn,10.4339199276,7.32466310703,22.2452788959,11.9251148741,39.0203203115,15.5990813425,9.9269461832
Sla2,6.41773520517,0.0,5.29653323665,0.0,11.2944786921,1.74449861074,3.15143425226
Slc35d3,0.0,7.49320889607,14.6820379562,0.0,36.5264630688,7.25364885098,19.655559456
Galk1,1153.58451587,379.993401827,1379.25055229,1325.21380021,1097.50999076,1537.7123011,980.426498409
Otc,0.0,0.0,0.378588056729,0.0,2.96014393039,0.0,0.0
Alas1,22.8133597767,24.4594113544,30.8090975429,15.1702106076,53.5318660254,18.6037004478,38.1904071886
Tbc1d10c,11.1871233918,0.0,9.23269174766,1.27859646695,22.1490624149,1.14035095275,7.21014829413
Alox15,8.00099373802,0.0,3.30159533737,3.65779189778,7.04041615931,0.0,2.9466710115
Glb1,8.96742508275,6.11531432711,15.1539840444,17.9602076197,14.7796318256,12.8842835774,15.4121156139
Cd302,8.73077418606,13.8925052182,35.226770537,78.0545055882,13.0888419571,53.7934313114,34.2980318621
Itgb3,1.51370497917,0.0,0.4164183821,0.461344177129,1.77596489381,0.0,1.11495914836
Hfe,10.7212046234,21.0737474542,56.0384144553,16.3379436314,23.0610011219,37.8857396965,18.4262978114
Cdc25b,100.99444689,66.6830061047,112.635601604,62.3937140759,72.0562117959,131.32816349,78.4111988272
Bex3,9899.16692217,16585.9183368,16083.245384,20774.2235181,4778.56349625,14417.3289218,11932.7542498
Emilin2,3.71587786974,0.894364985356,3.06670032515,1.45609498128,32.0747852799,6.92617503488,7.42907441008
Lims1,7.1626859951,3.41045897556,11.5656620496,8.25754850019,11.6920642176,7.11076287496,5.73463526432
Hist1h2bc,246.110934821,216.472008641,433.111691444,549.332310637,254.780616925,389.588399734,559.83366129
Lrrc25,5.91554050062,9.96657246301,39.0565903673,16.2263464934,69.4044903176,28.9438148184,17.4289867297
Npc2,568.044302879,739.926466878,737.493037125,823.259936638,289.463315342,1084.08554235,611.99968316
Agt,0.0,0.0,23.6999054962,0.0,4.21152959351,3.90297297926,1.76267878013
Ackr1,459.429259262,29.7712245826,116.666238827,16.1566144364,663.419782785,302.604014622,260.311295635
Hpn,19.0292860846,1.60303829094,7.85239987276,22.6188700959,13.3957453424,4.65536608618,18.2214764227
Actn1,26.1496523592,7.15214983239,58.2972994533,55.5818866432,4.18367202098,57.3265265421,39.7731542551
Asb2,0.0,1.5235761519,13.4336856756,0.826833050903,5.30488423555,2.94973396763,2.66434510277
Ms4a2,1.90281374587,0.0,3.14077035775,0.0,10.0462025717,0.0,5.60626970982
Mogat2,19.3635843537,0.0,6.65862286508,2.95079854161,9.46602500262,2.63174974692,1.18856304109
Ptpn1,41.9617288692,57.7924957162,46.1744804604,43.2390587371,41.4173044684,38.5639277923,23.0583590572
Cd177,1.93054781847,0.0,1.59327400689,0.0,1.13251432697,0.0,2.84399137371
Myl7,940.135405862,0.0,48.4931430726,53.7248837921,86.1734689894,610.92894125,64.9201330027
Sftpc,10.0618944551,0.0,0.0,0.0,0.0,4192.86371234,0.0
Tfrc,146.561449273,42.2670336524,32.6909795918,80.8866098576,124.705552153,172.276818616,44.7375626492
Gpm6a,0.297314086974,74.3863650635,1.22686110679,1.90291147782,0.0,3.15187458019,3.72290645673
Aldh1a7,19.1992026731,0.0,9.70103955942,3.94080419737,1.14926520696,35.7861702955,6.06071864997
Sbspon,21.091114447,0.0,12.7200754976,3.70852527656,0.0,9.26113690822,16.13272238
Kel,75.2653169959,2.94902080263,5.77825014069,1.60041089142,204.334950726,38.5389867436,28.3639581651
Tgm2,18.8923081705,1.76833243401,34.6483386162,16.3142268229,24.0126596091,17.1179833713,34.0159738009
Mbip,152.315416261,111.706400196,91.6909628253,103.221589912,50.4579166306,241.112079474,76.5544860788
Prkcd,58.2319465173,19.7940967539,52.2742787058,24.286495901,24.571600747,64.1486122321,33.8623178105
Sfta2,1.28608674817,0.0,2.12280531656,4.11569673585,0.0,41.4264241418,7.57840770925
Cym,0.0,0.0,2.49200874123,2.76086208376,0.0,150.203335556,900.766845413
H2-DMa,6.44627888713,9.5031709163,23.9404060453,22.1027044792,27.4163880634,31.5406347666,16.6186159189
Eln,10.5711638442,2.3747228837,12.2140796411,5.79934723995,0.0,53.4471536986,19.7257196952
Fam49b,25.9136172033,11.117019668,15.643764971,14.6988766372,21.535693216,11.1529364532,10.2506166682
