ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Lrmp,5.12919090163,5.86383264014,0.985592094863,5.76561676926,6.21539458379,5.02017753441,10.352870113,2.09199226973,3.08023869947,2.07633808091,6.52767626767,3.12144270608,0.0,4.62934044667,9.58561845471,2.07409499017,5.16714779156,2.80101080085,3.95217932496,8.35437549271,4.22003548647,2.06239083435,2.20258851147,6.146197351,4.1870177448,4.84739020484,4.79657392122,6.41187674909,5.29854370874,8.11054458531,3.73815332387,4.05562851141,7.02400118567,2.12609756479,4.87657105271,5.03163355894,3.00327031346,5.81920611526,6.90764952841,6.66155550826,6.96015981577,4.4573637389,2.94055504248,8.18733865642,4.21956956896,2.1478009455,4.45286326166,3.24809459193,5.80867013398,5.17162569558
Itga2b,3.61427190099,6.88655902716,17.3623768476,13.5424261387,7.29943780887,7.07491179353,10.9426871396,11.055879508,7.23494237417,0.0,15.332370716,18.3293084613,19.8150779115,9.78616047877,23.6406896031,18.2688249149,10.9230543936,6.57908484076,20.886701659,6.54098931494,14.8681887382,7.26629344121,15.5204864064,10.8272575586,11.0638945359,6.83140344998,13.519576617,18.8254723562,7.46721188974,12.7001678383,9.87780244914,21.4334157922,10.6059543467,22.4722422149,10.3087918155,7.09105671321,24.689549805,6.83414907335,10.4302681057,0.0,10.5095564908,23.5565289287,13.8136997526,14.4229707069,7.4332736,18.9180339432,7.84424818369,15.258413059,10.232663226,21.8650408524
Gp9,71.672055399,102.421840475,68.8601892371,33.5687775796,0.0,175.371929638,36.1661076039,109.620641486,71.7354981661,0.0,38.0056673051,36.3475479281,0.0,97.0311939987,100.457507348,0.0,36.1012204336,32.6162880173,69.0315541375,0.0,0.0,0.0,38.4719658623,71.5692145672,0.0,33.8671757364,67.024277006,74.6629105165,74.0384839462,62.9619988354,195.879674731,35.419235329,70.1063790368,74.2718419775,0.0,70.3088510645,0.0,33.8807873625,68.9450760743,66.4888178535,69.4691799307,77.855461747,34.2412068412,71.5029184192,73.7019809037,37.5150075578,38.8884266172,0.0,135.277777601,180.662530634
H2afy,61.0628366094,67.4078915571,86.6039552268,95.3325890222,103.74827551,76.8407609843,81.1888564799,71.157411766,83.4294030677,75.5294575223,64.7597962681,81.5961696639,91.3986614628,59.4861135249,69.7378301306,71.5284927573,75.1846480538,85.5702557136,74.6834211761,83.3206508315,85.7259150781,95.4826836244,101.97342739,73.557406732,78.1320947748,56.7920091155,79.7629809777,93.9019109751,63.0789757995,80.8888532764,76.8199355509,72.8063627632,77.7424020886,72.3174755764,81.0932658397,86.5242731726,84.1822912214,79.7240419713,65.2661299815,68.3358766412,77.0357989264,74.7539248961,69.4587380379,69.6214126208,70.7659067397,88.2756355423,77.8338752966,93.0907164543,71.3473148793,65.4771020529
Cox6a2,63.8129475405,0.0,0.0,59.7756721433,64.4387935845,187.370093134,0.0,65.0668865342,0.0,0.0,67.6764086219,64.7238078006,0.0,115.188482837,0.0,0.0,0.0,116.159162152,0.0,0.0,65.6275298292,0.0,0.0,0.0,65.1140571739,0.0,0.0,66.4758442531,65.9198883823,56.0579811247,58.1335795765,0.0,62.4189534236,66.1276578362,0.0,62.5992236393,0.0,0.0,122.769983314,59.1980712998,123.703251146,0.0,60.9730619197,127.324714121,0.0,0.0,0.0,67.3499627837,120.444065366,0.0
Dbi,3508.9348061,2852.63014498,3873.21567938,3118.93499692,3252.0067096,3090.92182744,3045.47933603,3251.90099149,3699.34969508,3724.7231556,3737.91756281,3535.29421833,4343.41629638,2991.03829088,3184.09122608,3531.51119662,3511.33551364,2881.39958337,3274.51562084,3012.89005084,3600.6953624,3488.06775109,3758.66518845,3558.40501373,3469.08727635,3065.59821073,3208.46821098,3387.30183126,3568.40525162,2657.80527408,3310.29701536,3367.93374899,3317.87270631,3886.71053449,3128.5343642,3312.15630664,3675.39674142,2941.50311136,3202.90499294,3204.53680514,3227.25270498,3489.78946383,3345.32507709,3142.80951617,3391.8173262,3714.14929615,3511.65135111,3522.37110143,3237.88982494,3317.82486762
Bfsp2,2.19160455542,1.04395951305,4.21124533345,1.02647378331,2.21309873637,3.21753786253,3.31768661029,0.0,1.09677226145,3.32692237722,1.1621460154,2.22288732126,1.2015370234,4.94507019046,3.07181271005,1.10777608886,2.20782280397,3.9893933557,4.22172540394,1.98314658834,0.0,2.20304977642,3.52921379904,6.56537959461,2.23629012331,4.14239308249,1.02474186063,1.14152980473,0.0,4.81316611815,1.99655121309,0.0,1.07186447218,3.40665213892,3.12549743388,2.14992018049,0.0,2.07202898009,3.16232753387,3.04966549266,1.06212226195,1.19034108677,0.0,2.18643264604,1.12683804164,1.14714250907,2.3782784644,2.31308051004,4.13655492348,4.41947225234
Tmem205,223.579922816,221.877378583,268.510434594,340.331251003,282.215856094,227.945898127,282.04910204,294.465537512,270.398213178,301.68988753,246.996083857,188.976068732,275.797473204,176.567639937,243.736668666,235.440600504,215.849683631,262.843912948,287.123890616,286.611162013,277.841305437,290.298886083,300.031829358,260.468964413,247.150139194,228.904339437,200.369527866,252.319005653,279.079037258,237.327577258,271.575006551,248.60201341,300.70675034,289.61239852,265.710372377,292.436569256,209.095027912,264.226544826,385.33939539,285.189973086,297.973617134,303.586209983,204.728637288,241.63999437,249.071599374,312.073371694,242.623749887,226.140293238,254.956543699,253.608348379
Gulo,2.71223526028,5.16783704357,0.0,7.62191805627,2.73883553144,5.30918142173,5.47443444865,0.0,0.0,2.74483708216,8.62933066854,2.75094946187,0.0,9.79168888983,5.06872387148,0.0,5.46461253018,7.40565169459,2.61231262535,4.90851334462,2.78936026792,2.72639937208,2.91173517386,2.70834352691,0.0,5.12644699177,5.07270529298,0.0,5.60357270791,7.14788011932,4.94169131535,2.68069049832,2.65298646921,5.62123431611,0.0,7.98194542791,2.64680329918,2.5642536863,2.60904009674,5.03217928362,18.4021137364,0.0,2.59153188875,16.23500837,0.0,2.83930817169,11.7730193505,2.86256866171,0.0,5.46934822024
Msmo1,135.970414285,118.434385784,167.960532487,178.315099149,160.841764516,171.103582558,223.477157431,122.797433811,190.527081864,239.82553727,210.12370565,177.314456211,221.505583862,164.795174868,145.203688062,176.729349187,238.730678141,201.542156869,142.186303824,151.1601989,219.743642264,113.249551227,212.701752235,221.119795448,174.419486739,139.514417691,170.748348975,174.020290127,188.617460108,146.748435448,162.799275679,138.228690732,167.200175991,173.108808641,199.450821489,114.329360154,151.645901557,139.570490217,168.167584464,158.572475134,173.211419565,160.361163479,155.903141459,135.649541316,183.765300668,154.541508712,198.141179159,188.609152198,153.982821016,168.431398018
Nipsnap1,69.0723949205,82.9709635441,54.8212118907,98.4601256464,106.141035062,94.0582446128,154.571264928,67.3675231149,81.1567602586,139.805328621,66.8843439877,134.02462759,128.424015177,75.8935673094,98.2168501882,91.0788883018,136.141713502,98.3997169161,63.635161535,89.6774480255,98.83343949,120.753237967,103.169463417,110.957022555,119.510822863,76.6301296329,123.569597913,84.468639431,96.1714203693,92.3364918723,120.378136237,68.2690456359,94.0014026472,77.8020468122,108.499058129,73.6506915163,70.3367390509,122.089626401,92.4442817565,125.368359886,93.1470209125,84.8182390914,83.2154327049,116.846361722,135.880975558,116.322459731,81.4736542832,110.936197958,99.1953530937,90.8397968846
F2rl2,0.0,9.84145084007,0.0,0.0,0.0,20.2212444094,10.4253243764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3054062589,0.0,0.0,0.0,19.8991926909,0.0,0.0,0.0,0.0,10.315352227,0.0,19.5252581025,0.0,10.7612501398,0.0,0.0,0.0,10.2100292769,0.0,10.7048849869,9.82139918963,0.0,0.0,0.0,9.93713216393,0.0,10.0126718483,0.0,0.0,0.0,10.6227502627,0.0,0.0,0.0,0.0,10.4156383382
Treml1,0.0,7.97915178288,0.0,0.0,8.45753619144,16.3947756284,8.45253885193,0.0,0.0,0.0,8.88247037828,8.49494406197,0.0,0.0,31.3044833071,0.0,0.0,0.0,16.1336657996,0.0,0.0,0.0,0.0,16.7267534941,0.0,15.8304909034,7.83226815033,17.4497946765,0.0,0.0,0.0,16.5559681458,0.0,8.67919817076,7.96289450893,0.0,0.0,15.8368533684,8.05672731704,0.0,16.2359452338,0.0,0.0,0.0,8.61260581143,8.76779614731,0.0,0.0,0.0,8.44468570405
Plp2,317.289073075,184.725458565,474.197210404,363.262823813,302.600839091,293.293031775,462.527826,287.576778514,423.426575262,481.654463918,560.831455797,482.727043048,483.200725999,143.184292362,181.182636683,409.854997358,426.18275531,304.825210012,458.399533192,271.159081974,380.696740427,407.542178139,359.551187043,369.639434715,395.70473122,416.468095831,428.586253631,422.343197155,382.39267426,216.790024396,160.583482135,348.443144077,258.631576577,328.798215224,435.734203699,397.713734188,430.047996915,299.977545152,373.042821762,179.876342445,256.280865962,459.550325512,303.168667875,228.612446847,344.40187975,387.513717199,420.829136037,334.875727998,332.704910998,284.368059813
Hsd17b2,0.0,2.02845112721,1.02282526727,0.0,3.22509822243,1.04196542467,0.0,2.17102243775,2.1310682093,2.15477687333,2.25809177987,1.07978763451,1.16731496723,3.84338016049,3.97909553415,0.0,1.0724699089,0.0,3.07611198545,1.92666280746,1.09486443399,5.35075683783,0.0,1.06306418599,3.25889450074,2.01220493049,0.0,1.1090168681,1.09974185331,0.935215601355,3.87937128607,1.05220997047,1.04133573652,0.0,3.03647733156,1.0443431855,1.03890875244,3.01952048985,2.04817229357,3.95040697071,2.06374200585,1.15643791213,3.05164176228,0.0,2.18948710863,1.11446971195,2.31054057732,0.0,2.00936899191,1.07339932248
Gjb1,19.7191112212,6.26206453691,25.2606444305,6.15717850763,19.9125065778,6.43333689138,33.1679013207,6.70219875347,13.1577108072,6.65204680676,6.97099193868,26.6674400493,21.6218223696,11.8649615374,24.5678613589,13.2897210557,6.62167867227,11.9649461231,31.6543848279,11.8956643118,27.0397907165,39.6441807528,21.169560982,6.56360555127,20.1211726611,0.0,6.14678977946,6.84732809914,27.1602480019,0.0,29.9401758195,19.4897673,12.8588981005,0.0,31.2465288745,12.8960354795,19.243392858,31.0720363998,12.645892142,24.3907314953,12.7420231671,14.2802333101,18.8415460472,0.0,13.5184026798,27.5239809017,14.2658149523,13.8747329297,18.609467298,0.0
Dgat2,23.018069268,19.935524429,18.0941034722,19.6016157018,6.33922341402,10.2403882938,21.1182591025,14.9356961004,20.9440403943,19.0593432491,28.8501488685,21.2242064669,22.9446356713,16.9976535905,25.4191391921,8.46166810319,10.5401849625,17.140890747,32.2473463275,11.361092101,19.3684991861,12.6208781338,17.9717641094,22.9850410902,29.8930476503,17.798271799,13.697979949,19.6188602353,19.4547822812,16.5442606877,17.156827198,18.6139281942,6.14051984854,23.853012081,23.8738877005,26.6857677265,18.3786254273,21.7621862809,12.0776058872,19.4122090526,14.1976530933,22.7308372763,15.9954106419,12.525681566,12.9109071909,6.57177425769,22.7078865768,13.2512245268,21.7227846885,12.6591830357
Rsu1,10.0004606912,13.9932741925,14.412178048,12.2951825751,17.0412867517,14.3760011675,12.300323747,12.108904283,14.7011783402,7.59050175671,12.9259697282,10.4601815644,11.3080814317,12.4106052631,15.1849949526,12.3212401888,10.7041199238,13.0840601002,14.1470431575,10.745985447,12.5346406699,15.7073220589,11.7425546,14.3550348867,14.0310010299,12.4044763917,10.8131949149,11.7199993044,16.1416412622,12.6286378198,12.2421231659,16.9883826893,12.2275007298,9.71551035503,12.1820275865,12.5693849547,16.7736288013,12.4094619002,11.1230822519,11.0167216735,12.1163645872,13.918521704,13.735898088,14.3417375,14.4614501187,12.4319369839,14.9218686947,11.5442740494,13.8616360436,11.6586958925
Timd4,1.8135490116,0.0,1.74239914614,1.69881059114,0.0,5.32501412808,0.0,3.69837132777,1.81515433137,0.0,0.0,3.67887089339,5.96561895934,11.4577038888,1.69461316683,1.833365628,0.0,1.65060808056,5.24020579897,0.0,0.0,5.46905973705,1.94694557804,1.81094678556,3.70105248482,5.14173475902,5.08783279512,5.66768373601,3.74685555294,7.96577341899,1.65214270529,1.79245645643,0.0,0.0,1.7242291781,1.77905526282,1.76979761949,0.0,8.72273537247,6.7295812422,5.27342610305,1.97001041638,3.46568025584,3.61853853092,3.72982618894,0.0,1.96802135119,0.0,0.0,3.65710571062
Ddt,500.982746961,795.46848186,909.175102655,1121.07426488,1208.52966696,735.502649342,926.928234291,993.275057368,1114.28046122,1126.67710858,1269.2501368,1129.18606561,1007.09203945,778.721590037,754.205234038,815.958461559,1009.38020994,1038.60113107,616.560775638,957.032054027,744.219191812,951.24261259,806.749200845,861.565599711,908.795554955,1025.82667815,1093.15522181,956.795801335,1063.79916899,806.850090796,1217.05375934,577.682054654,952.853176863,1038.31015334,1058.46365271,1010.21108684,1032.11519259,815.728412255,963.842697375,877.865403321,782.331064515,1239.57653592,718.031055495,805.234124523,1058.9642286,874.091091427,1117.51277751,851.876851924,919.316201441,477.064837185
Plek,4.49495459294,6.42344522838,3.59883897751,4.91233257204,2.26951944981,2.19971049026,2.26817844944,5.34716172354,3.74911120244,1.51632839894,2.38354750481,3.7992626413,3.28578398482,2.70460786794,7.00027881679,3.78672573197,2.26410901285,0.681849817253,2.88623601486,2.0337049044,4.62277293244,2.2592143018,3.2170555863,1.49616829014,3.82217012952,4.24799920356,4.90404421599,6.24337041226,5.41726095642,5.26493111381,1.364967511,5.18312181523,2.93117486019,3.10533447905,7.12261962025,3.67455036761,3.65542916467,2.12485326282,2.16196525016,3.47490403252,4.35679997816,1.62758350479,5.01073341956,2.24217353449,2.31113127513,3.1370339916,2.43891026791,2.37205015767,2.82800813773,2.26607111328
Tuba8,26.3442151768,21.51245291,25.3106686041,7.05071050839,34.2033252413,14.7338901959,15.1924957247,7.67482429199,7.53358130997,3.8086971382,15.9652496854,15.2687143595,4.12659819221,10.1901068269,14.0665792,11.4137476831,11.3739286607,0.0,25.3736565257,10.2164756061,11.6114306443,11.3493396969,8.08056514245,3.75805919675,19.2009705077,17.7834634645,14.0776283284,7.84101486147,0.0,6.61219828106,27.4280840826,26.037817716,14.7249861038,19.4998632087,14.3124146369,18.4593910911,14.6906673864,35.5812217056,3.62026716066,13.9651616929,14.5911502373,4.08814649993,21.5758381123,7.50915604663,3.87004955732,19.6989194336,4.08401881115,7.94411962781,14.2067200067,7.58919028369
Il18,20.2607407661,23.5915759255,23.7916108775,18.9788976077,6.81981605309,19.8301286841,9.08771520009,11.4771494164,9.01274453157,25.0607872813,11.9374430696,25.1165942539,19.7473014549,8.12723951609,21.0355605698,15.9305451701,13.6071158087,26.6361120141,13.0095373552,12.222405369,27.7824991163,15.8406488134,14.5006869183,17.9837058,16.0796577851,12.7650693473,10.5260418745,16.4159456953,9.30208834358,17.7985231401,10.2541832636,15.575075756,8.8080643537,18.6628142201,6.42095695151,15.4586296327,8.78753588128,6.38509989125,17.3243198487,16.7071183679,24.0020208367,9.78164792956,8.60403168867,17.9670470952,13.8897158799,14.1399943346,12.2147145868,16.6318057944,16.9961048781,18.1585438357
Fdps,399.516918936,484.419908825,446.653573379,449.088655813,403.435184631,526.107409939,491.167017255,377.740789085,501.655798302,485.183068049,462.223727306,552.572164662,573.468993494,465.480071322,475.129292,403.882432896,512.238888594,462.791310747,426.776122172,433.81947504,470.641574703,445.414587909,553.675555525,500.492955167,518.84361611,439.35095824,516.259857502,522.1275789,420.211729956,510.494562941,588.953155631,351.793558924,397.894733195,429.063605031,421.27725738,598.565820685,404.056085013,432.659920892,621.8933155,545.828561615,429.48167098,489.219096527,506.669248052,413.067713556,485.528965814,418.234977354,480.84248186,444.660994136,445.586934372,468.738560131
Sdc3,14.4010275005,8.57481885793,8.64752546661,20.2348692132,9.08891606519,10.5712162186,10.9002547916,1.8355013725,9.00860938844,9.10883240922,11.454687402,7.30329323434,9.8691205914,14.6223191738,5.04621821536,10.9187904456,14.507597567,18.0223262712,6.93523650187,9.77343807949,9.25658406998,9.04764626008,13.5277649255,5.39263640532,9.18416015255,13.6098267708,15.1505458768,13.1267311077,5.57869226786,6.32546026248,9.83949939373,12.4543437964,8.80402312002,13.0579760656,6.84587834465,8.82944974221,14.053606506,6.80764836209,13.8530970131,11.6896170749,13.9584049187,3.91086400215,6.88006725388,19.754683985,20.3622365913,13.191272971,7.81383062124,11.3994342479,10.1929841306,10.8901275015
Lect2,0.0,19.1874883575,9.67509034073,18.8661088103,30.5067910015,0.0,0.0,0.0,10.0790810058,10.1912132896,10.6798505409,20.4278154774,0.0,18.1776161854,28.2292415913,0.0,10.1446880404,9.16539837147,0.0,0.0,0.0,10.122756536,0.0,10.0557175957,0.0,9.51690631308,18.8342768801,0.0,20.8053166512,44.2318728364,0.0,19.9060911917,19.7003684758,0.0,0.0,9.87863224511,0.0,19.0414625448,0.0,9.34190461148,29.2819668014,0.0,9.62201159289,20.0928055237,0.0,0.0,10.9279119009,0.0,0.0,10.1534795326
Glud1,52.8218005786,58.7099145413,57.5160716668,65.9732077391,55.1178458805,44.8059311472,56.8622226272,55.6550863916,65.2045541902,51.6748421966,59.7544734165,53.5757741978,46.3348911233,52.4416253619,65.810201017,46.2791189582,62.0814727599,44.8708862859,81.4012315617,58.9503371534,70.6209907977,54.8675737093,83.1704666322,50.9878073554,61.0853145878,43.2637750903,62.5687994297,56.8602410831,87.30534683,60.3233152222,64.1608631824,67.8696908359,70.6128077571,72.9837666613,55.2422780616,50.0898909557,61.8569862669,73.2450456232,62.6681777357,52.2685770392,61.4379562281,72.6799749011,57.2005313507,61.4800057835,76.0449779514,66.3559119176,45.8567949062,50.1746400413,49.8493851707,60.3599796896
C3,2.51639587065,7.19203307346,2.41767164181,2.35719019955,2.54107544528,0.0,2.53957398948,0.0,10.0744933494,7.63993094585,2.66874735866,0.0,0.0,0.0,11.7568302485,0.0,0.0,2.29030664813,2.42368823957,6.83113457689,0.0,7.58861175002,2.7014907133,2.51278514339,5.13540749673,2.3781436349,0.0,0.0,7.79844254086,8.84234799715,6.8773080651,4.97425765327,0.0,0.0,0.0,0.0,2.45568848323,7.13729831847,4.84130401366,4.66882624643,4.87810644029,0.0,7.21322398429,2.51045749488,2.58766627206,0.0,0.0,0.0,2.37479195378,0.0
Rabgap1l,1.16534293734,1.11021018129,0.610703861776,0.992377082224,1.06979277132,1.24426395993,1.38990885595,0.972198157272,1.0603404338,0.428854793976,1.12354264729,0.537262244259,0.348487557555,1.051777814,1.97985023024,0.963880869269,0.747069701885,0.482109553421,1.73463368741,0.958635893557,0.653716680017,0.532467595533,0.796129319799,1.48103557577,0.972902958307,1.40167787001,1.48605403404,1.54505575245,1.09438144562,1.02372284784,2.02674270356,0.628248746808,1.24351201724,0.988047692419,0.80578048184,0.935327523882,1.03384486,0.500800436157,1.93627955629,1.08106672631,1.43757797985,1.15080115415,1.21470692901,0.845522091272,0.871526007641,0.221807503425,0.919711377566,0.223624619042,1.29972364706,0.534083657328
Ceacam10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14901752017,0.0,0.0,0.0,8.50127208444,0.0,0.0,0.0,0.0,0.0,0.0,7.75879992342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc25a37,14.0561051672,17.4084380964,12.1541854873,13.1668127938,15.6133565965,16.5088361268,11.3484589583,11.4658486753,11.2548378956,19.9150888429,13.4164002485,14.2567407452,7.70619440516,10.1490464943,15.7611362505,14.2096959676,8.49607364972,16.6311783185,17.5997355348,11.4472226502,13.0102235836,16.9554124731,13.5810085431,15.4395299703,12.9084310269,13.2838546688,15.773516433,19.0354613302,8.71212115498,18.5218731117,8.96357585473,15.2818875739,9.62433464207,7.28298369558,10.691057812,11.0310061488,20.5755079998,14.6181129711,22.986207092,13.0395844097,9.53685875878,19.8494087785,12.0875061155,11.2183476304,10.1179455814,11.7717263979,13.7280235693,13.3516845209,17.2446726664,24.0930699006
Fdft1,70.6540869686,60.5802770756,67.882158143,66.1839908828,82.0490816799,79.5253046639,85.5658445201,57.6339647317,79.5562072302,80.4412898291,67.4385613001,80.6204216657,81.3451278832,63.7686974027,69.3214865251,73.2117759375,92.5300210852,77.1672821382,69.7523663514,83.1138238561,54.4974027075,83.4521001447,115.672906276,77.6079774798,73.8970506247,66.7723108132,84.242210085,53.3617853444,74.8115774133,62.0677405813,83.6756126955,43.6452135942,63.9273495213,84.1994906684,85.6471994103,74.5085127513,58.6071393744,66.7991474096,73.0632772694,101.593924913,61.6342493295,70.9934443003,57.3832859601,89.8713741385,92.6353559684,68.4170266214,74.755373052,76.4345492419,98.3503509157,80.1434497188
Csf2rb,6.49349434148,10.3104749956,0.0,4.05511215494,8.74290579243,2.11849490742,2.18443495885,2.20703099612,8.66565634879,0.0,4.59108893912,0.0,0.0,3.90712642881,16.1803711057,6.56444863365,0.0,3.94005130733,8.33901960217,1.95861841923,4.45209538207,6.52740533039,2.32370892897,0.0,11.0431549841,12.2734760588,8.09654029606,4.50964404707,6.70789297,7.60581663038,7.88742900575,4.27864766183,10.5860732155,6.72903522756,8.23157417844,4.24665860822,8.44912066831,6.13920445837,6.24642978172,6.0238925771,12.5878272718,7.0537114848,18.6135375885,6.47817051666,2.22580192187,4.53181718576,11.7443159114,4.56894323269,8.17078547082,4.36481085543
Spic,11.8730454912,28.2783195507,5.70361875905,0.0,17.9842357339,0.0,5.99120310463,0.0,0.0,6.00788139947,0.0,0.0,6.50934207223,37.5059727161,16.6415843391,6.00139101949,11.9609080585,0.0,5.71781273776,0.0,12.2106669128,0.0,0.0,0.0,6.05756506118,22.4414670928,27.7577601716,6.18425220355,6.13253159199,5.21507770517,16.2245123008,11.7349555551,23.2273575216,0.0,0.0,17.4708297916,5.79330569838,0.0,28.553249243,5.50720050261,11.5081216656,0.0,17.0169839934,11.8450266065,18.3139781716,0.0,6.44217688104,12.531143017,5.60245969807,0.0
Tmed3,954.266414559,681.839818453,837.104064077,893.892517625,879.831878565,730.944698988,701.3560069,1068.20450786,996.637683544,692.811298944,935.037946515,631.230996084,830.251426525,777.01635715,959.529399453,786.435053774,888.183616143,793.00471163,809.216300279,760.255294496,714.716596815,740.290669825,723.801841113,807.891067321,857.299917351,833.220324766,882.684464029,853.618776443,910.769326012,683.394883317,680.350280781,830.397719703,760.940592863,816.901586519,798.789824216,844.53965387,850.267163608,784.522546875,778.269140342,750.542287566,723.863404456,957.723100776,882.065869494,734.706816611,671.972751185,727.514726986,787.916799907,930.527671038,812.468456969,909.869874134
Hmgcs2,8.02715667979,11.4710839022,13.4964062161,16.9184246295,6.07941231712,5.89241350175,8.10109353271,12.2773382129,14.0599587961,22.3400246706,31.9243090434,12.2126033858,15.402979848,9.05611669614,20.6269831229,18.2584558617,20.2163975303,7.30594519078,13.5299932616,3.63182042678,14.4469789959,10.0863461459,15.0807973363,14.0273676717,10.2385322873,17.0688151737,7.50661286161,8.36212771558,26.9496270185,5.28873310571,18.281844422,9.91724563644,7.85180340717,8.31832865864,5.72385596251,11.8117199304,15.6670072794,5.69189177872,23.1652179444,16.7549451405,11.6706571749,26.1590651897,1.91748046494,2.00205340149,14.4453839618,10.5040535615,21.7772109191,6.35406360872,13.2570347159,8.09356690827
Apob,0.0,1.47842760783,1.49096331958,1.45366478393,3.13413138134,0.0,0.0,1.5823400752,0.0,1.57049956763,0.0,0.0,0.0,1.40061529223,4.35021919898,1.56880293977,0.0,2.8248362134,5.97869487452,1.4042396424,0.0,3.11990031239,4.99797841699,0.0,3.16697440475,1.4665866394,2.90242416248,0.0,3.20616788958,2.72651097335,2.82746255672,0.0,1.51794586641,0.0,1.47541535749,0.0,1.51440807324,1.46717607824,4.47840387739,1.43961830021,3.00829841641,3.37145857366,2.96556741908,1.54818378786,0.0,1.6245526137,3.36805450492,0.0,7.32259839072,1.56468467125
Cideb,0.0,39.4216065517,26.5039104412,64.6021950018,55.7134681661,13.4999394237,41.7604113884,14.0641285704,41.4159016969,13.9588879692,29.2563472065,13.9899725185,45.371989241,62.2446269811,64.4425757804,13.9438080299,0.0,12.5538309742,0.0,12.4811392848,0.0,41.5953686012,29.6152987382,41.3198992245,14.074324447,52.1411632794,25.7972778587,0.0,28.4970077697,36.3505937935,25.1310053692,13.6326700733,26.9835620833,28.5868260004,26.2275241684,0.0,80.7620189261,52.1621194413,0.0,63.9779563945,80.2149228912,14.9830708306,0.0,55.042164916,56.734979176,43.3179640456,14.9679428372,14.5576127314,13.0169192894,13.9072041046
Angptl3,0.0,0.0,3.85458969308,0.0,4.05133726653,0.0,4.04894343606,0.0,0.0,0.0,4.25488965673,4.06925642129,4.39910939358,3.62101280327,3.74887606038,0.0,0.0,10.9545799113,0.0,3.63038284118,0.0,0.0,0.0,4.00623291729,4.09379182522,3.79156862546,3.75182075733,0.0,12.4333659378,3.52442644226,14.6196863271,7.93065606984,3.92434771162,0.0,3.81439352351,0.0,7.83040289935,7.58618500516,3.85934140711,7.44369467591,0.0,4.3581184386,0.0,0.0,4.12561886771,0.0,4.3537181666,0.0,0.0,8.09036322695
Rogdi,504.259859089,360.302369997,436.028884833,354.267509655,305.523235254,394.834049214,585.240193154,372.772293355,441.617942949,459.289082509,467.940839466,460.31185697,428.510096564,364.094939117,259.154268887,395.071670339,571.490401827,470.427751115,327.835487046,387.851920734,427.844151244,456.203930753,581.952284606,490.947898808,514.541430238,333.58887278,447.981708852,446.50711142,559.977426621,376.532069735,401.958032084,323.956778853,345.27101019,561.74239023,431.481918129,469.935382436,356.768674057,405.235006061,424.439551558,596.435294234,415.447009084,383.434921266,301.136650132,503.069869641,440.760457523,448.70250955,492.489999771,385.852181064,404.501306592,381.323774236
Krt20,31.1929313737,11.8868734295,11.9876632269,17.5316625623,37.7986275868,6.10599434951,6.29604889247,19.0835277597,31.2205427749,18.9407274485,19.8488769235,6.32763529277,27.3622077094,45.0449832351,17.4883452985,6.30675519119,6.28475288016,28.3903573889,36.0524868808,22.580772715,12.8319729026,25.0846642269,33.4873441057,12.4592692984,19.0973624805,41.2708433087,17.5020821829,25.9956830419,38.6674109325,32.8825950011,28.4167528398,36.9961688675,6.1023043304,6.46488078764,5.93132714704,12.2398564071,18.2642460733,35.3892261925,12.002440921,57.8741915764,36.281041755,13.5536231621,23.8437948336,12.4477280014,44.9069466124,13.0617496565,33.8498461066,13.1687555463,23.5501014145,31.4509965619
Atp1b3,177.918639976,184.082003606,200.34723455,186.374934487,181.595445039,170.392355468,177.626695091,202.872444261,201.053695431,168.440673332,184.632603024,178.517823478,182.499934452,184.753441289,171.613328269,172.126721239,188.871573091,175.863027473,200.845817029,174.844710386,236.100550877,213.463485152,186.897894558,152.828686448,165.929413658,171.759680897,186.060472509,201.286631336,217.389640717,203.353906425,169.055185278,185.303616164,159.061511328,140.757383672,147.329329916,161.397608249,169.892498592,198.959562632,202.434524833,182.799278996,216.953507708,176.64308984,215.699783098,152.687117853,210.499748183,186.254435881,172.312626697,177.684575277,187.766644749,198.679906833
Rnase12,0.0,106.305726781,0.0,313.575498454,450.716846136,327.639814233,0.0,113.777509848,0.0,338.778369116,0.0,113.177594191,489.406973856,0.0,208.53381036,676.824766279,112.41058913,0.0,0.0,201.94254351,344.27359226,224.33514393,0.0,222.849462607,0.0,105.454306834,208.697611154,697.44748154,115.269089226,490.121614787,203.30752784,0.0,218.294541698,346.897199548,530.44566082,547.312478241,326.678661876,105.496690191,751.374824483,0.0,648.931367023,606.058342131,426.475801904,0.0,344.235582368,467.251140005,0.0,117.769751436,631.834097032,0.0
